source,interaction,target
IL1B,1,IL1R1
TRAF2,1,MAP3K1
IRS2,1,PIK3CA
MATK,1,KIT
CBLB,-1,PIK3R1
NEDD4L,-1,SMAD3
NEDD4L,1,SMAD7
LIF,1,LIFR
RBX1,1,CUL1
IL13,1,IL13RA1
IL13,1,IL13RA2
VAV1,1,PLCG1
VAV1,1,GRAP
MAP3K7,1,MAP2K6
PRKCQ,1,MAP3K7
TGFBR2,1,TRAF6
VAV1,1,RHOA
VAV1,1,CDC42
MAP3K5,1,MAP2K4
MAP3K5,1,MAP2K7
MAP3K5,1,MAP2K6
PEBP1,1,MAP3K7
TAOK2,1,MAP2K6
DUSP16,1,MAPK8IP1
VAV1,1,CBL
MAPK11,1,MAPKAPK5
BMP2,1,BMPR2
GDF5,1,BMPR2
ACVR2B,1,ACVR1B
NOTCH1,1,CHUK
IFNAR2,1,JAK1
IL10RA,1,JAK1
IL21R,1,JAK1
PTPN6,-1,ZAP70
LYN,1,PIK3R1
RARB,1,RXRA
PRL,1,PRLR
GH1,1,PRLR
GH1,1,GHR
IFNAR1,1,JAK1
TYK2,1,STAT2
JAK1,1,STAT2
TYK2,1,IFNAR1
IFNG,1,IFNGR2
JAK1,1,IFNGR1
TYK2,1,STAT3
TSLP,1,CRLF2
STAT1,1,IRF9
STAT2,1,IRF9
PTPN1,1,TYK2
MAPK3,1,SOS1
JAK2,1,PTPN11
INS,1,IGF1R
IL12A,1,IL12RB1
DUSP4,1,MAPK1
DUSP4,1,MAPK3
RPS6KA1,1,FOS
MAPK8,1,ELK1
IRS1,1,JAK2
IFNA13,1,IFNAR1
IFNB1,1,IFNAR1
IFNA13,1,IFNAR2
IFNB1,1,IFNAR2
IL15,1,IL15RA
MAP3K7,1,MAP2K3
JAK1,1,PTPN11
MAP4K1,1,MAP3K11
MAPK3,1,ELK4
DUSP4,1,MAPK8
NRG3,1,ERBB4
NRG1,1,ERBB4
FRZB,1,WNT1
MAPK3,1,SMAD1
SMAD6,1,SMAD1
MEF2C,1,JUN
MAPK7,1,MEF2C
NRAS,1,RAF1
JAK3,1,STAT1
IGF1R,1,IRS4
MAP3K10,1,MAP2K7
MAPK11,1,RPS6KA5
MAPK1,1,RPS6KA5
SMAD4,1,CREB1
ACVR1,1,SMAD1
ACVRL1,1,SMAD1
MAPK7,1,MEF2A
BMPR1B,1,SMAD5
BMPR1B,1,SMAD1
MAPK3,1,RPS6KA4
MAP3K7,1,MAP2K7
SMAD7,1,SMAD3
SMAD6,1,SMAD3
SMAD7,1,SMAD2
SMAD6,1,SMAD2
DUSP6,1,MAPK1
DUSP1,1,MAPK1
DUSP8,1,MAPK14
DUSP6,1,MAPK3
MAPK14,1,MAPKAPK3
DUSP8,1,MAPK8
SHH,1,HHIP
WNT8A,1,FZD7
MAPK1,1,SMAD3
MAPK3,1,SMAD3
MAPK1,1,SMAD2
MAPK3,1,SMAD2
IL12RB1,1,JAK2
AREG,1,EGFR
HBEGF,1,EGFR
NRG4,1,ERBB4
ADAM10,1,NOTCH2
PEBP1,1,BRAF
TAOK2,1,MAP2K3
ACVR1,1,SMAD5
BAMBI,1,BMPR1A
BAMBI,1,TGFBR1
IFNB1,1,TYK2
SOCS3,1,JAK2
SMAD6,1,BMPR1A
SMAD7,1,BMPR1A
SMAD6,1,ACVR1
SMAD7,1,ACVR1
IRS4,1,GRAP
MAPK8IP3,1,MAP3K11
MAPK8IP3,1,MAP2K7
PTPN1,1,IRS1
OSMR,1,IL6ST
GSK3B,1,APC2
SHOC2,1,KRAS
CRLF2,1,JAK2
IFNB1,1,JAK1
SMAD4,1,FOS
DLL3,1,NOTCH1
IL7R,1,CRLF2
APC2,1,AXIN1
WNT5A,1,FZD4
IL23A,1,IL12RB1
IL6R,1,IL6ST
MAP2K7,1,MAPK10
MAP2K7,1,MAPK9
MAP2K6,1,MAPK12
MAP2K4,1,MAPK10
MAP2K6,1,MAPK14
MAP2K4,1,MAPK9
MAP2K3,1,MAPK11
ZFYVE9,1,SMAD2
CNTF,1,CRLF1
SOCS3,1,STAT5A
MAP3K2,1,MAP2K1
FBXW11,1,SMAD3
ACVR1B,1,SMAD2
AXIN1,1,SMAD3
IRAK1,1,TAB1
IRAK1,1,TAB2
IGF1R,1,IRS1
JAK2,1,STAT5B
CISH,1,STAT5A
SOCS3,1,PRLR
CISH,1,PRLR
DLL4,1,NOTCH1
CSNK1D,1,AXIN1
MAP3K20,1,MAP2K7
PTPN2,-1,JAK1
IRS1,1,IRS4
IRS1,1,PIK3CG
AKT1,1,RPS6KB1
PTEN,1,PDPK1
PAK1,1,RAF1
PTPRC,1,JAK3
SMAD7,1,ACVRL1
IL23R,1,JAK2
IL23A,1,IL23R
MAPK8IP2,1,MAPK14
NCSTN,1,PSEN1
IFNGR1,1,JAK2
IFNAR2,1,TYK2
MAP3K1,1,MAPK3
DUSP3,1,MAPK1
DUSP3,1,MAPK14
DUSP3,1,MAPK8
CTNNB1,1,PITX2
MIB1,1,JAG1
ERBB2,1,ERBB3
ADAM10,1,NOTCH3
GRB10,1,NEDD4
NEDD4,1,IGF1R
HIPK2,1,SKI
IL20RA,1,TYK2
IL22RA1,1,TYK2
IL20RA,1,JAK1
IL22RA1,1,JAK1
SMAD1,1,SMAD4
PTPN6,1,SOCS1
DISP1,1,SHH
TGFBR1,1,ACVRL1
JAK2,1,STAT1
PIK3CG,1,RAC1
SMAD3,1,MEF2C
IFNGR2,1,JAK1
CREB1,1,FOXO4
NCSTN,1,APH1A
LRIG1,1,CBL
EGFR,1,LRIG1
PPP4C,1,IRS4
PML,1,ZFYVE9
PML,1,SMAD3
PML,1,SMAD2
MAPK3,-1,ARRB1
SUFU,1,GLIS2
ROR2,1,BMPR1B
CTNNB1,1,SMAD7
JAK2,1,STAT5A
GSK3B,1,SMO
PTPN1,1,JAK2
PTPN1,1,STAT3
PTPN6,1,JAK2
LRIG1,1,ERBB3
LRIG1,1,ERBB2
LRIG1,1,ERBB4
LIFR,1,IL6ST
IL31,1,OSMR
OSM,1,OSMR
NCOR2,1,CTBP1
IFNGR2,1,JAK2
MAPK14,-1,TAB1
IL21,1,IL21R
ACVR2B,1,BMPR1A
AMH,1,AMHR2
ACVR2B,1,ACVR1
BMPR2,1,ACVR1
ACVR2B,1,BMPR1B
BMPR2,1,BMPR1B
INHBA,1,ACVR2B
BMP7,1,ACVR2B
BMP6,1,ACVR2B
BMP2,1,ACVR2B
ACVR2B,1,ACVRL1
BMP7,1,BMPR2
BMP6,1,BMPR2
GDF6,1,BMPR2
BMP4,1,BMPR2
PPP4R3A,1,PPP4C
BTRC,1,GLIS2
BTRC,1,GLI3
MAPK7,1,RPS6KA1
SHH,1,BOC
CDO1,1,SHH
MAPK1,1,MAP2K3
PPM1A,1,SMAD3
CREB1,1,SMAD3
PPM1A,1,SMAD1
IRS4,1,PIK3CG
SIRT1,1,SMAD7
IL20,1,IL22RA1
IL24,1,IL22RA1
IL26,1,IL20RA
IL22,1,IL20RA
IL19,1,IL20RA
IL20,1,IL20RA
IL24,1,IL20RA
NEDD4,1,PTEN
IL27,1,IL27RA
MAPK3,1,STAT5A
KRAS,1,BRAF
HRAS,1,BRAF
GSK3B,1,SMAD3
MAPK3,1,MYC
GPC3,1,SHH
MFAP5,1,NOTCH1
NOTCH1,1,MEF2C
DAB1,1,NOTCH1
NOTCH1,1,HIF1A
CTF1,1,IL6ST
IL31RA,1,JAK2
SOCS1,1,IFNGR1
PTPN11,1,STAT1
PPP2CA,1,SMAD3
PPP2CA,1,SMAD2
MTMR4,1,SMAD2
MTMR4,1,SMAD3
HYAL2,1,SMAD4
WWOX,1,SMAD4
DACT2,1,TGFBR1
TGFBR1,1,EIF3I
TGFBR1,1,CDC42
SIK1,1,SMAD7
GSK3A,1,TSC2
DACT2,1,DVL2
ANKRD6,1,DVL2
DVL1,1,PI4K2B
DVL2,1,PI4K2B
AKT1,1,CTNNB1
MAPK9,1,CTNNB1
PDGFRB,1,PDGFRA
CBL,1,PDGFRA
CAV1,1,PDGFRA
PDGFC,1,PDGFRA
PDGFC,1,PDGFRB
PDGFRB,1,SHC1
PDGFA,1,PDGFRA
PDGFB,1,PDGFRA
FGF1,1,FGFR1
FGF1,1,FGFR2
FGF2,1,FGFR2
FGF3,1,FGFR2
FGF4,1,FGFR2
FGF7,1,FGFR2
FGF8,1,FGFR2
FGF9,1,FGF10
FGF10,1,FGFR2
FLT1,1,PLCG1
VEGFB,1,FLT1
NTRK1,1,FRS2
NTRK1,1,PLCG1
EFNA1,1,EPHA1
EFNA2,1,EPHA2
EFNA5,1,EPHA5
EFNB3,1,EPHB3
EFNA1,1,EPHA6
EFNA2,1,EPHA6
EFNA3,1,EPHA6
EFNA4,1,EPHA6
EFNA5,1,EPHA6
EFNA5,1,EPHA7
EFNA1,1,EPHA8
EFNA1,1,EPHA4
EFNA5,1,EPHA4
EFNA1,1,EPHA2
EFNA1,1,EPHA3
EFNA5,1,EPHA3
EFNA1,1,EPHA5
EFNB2,1,EPHB4
EPHA3,1,CRK
EPHA4,1,NGEF
LTK,1,IRS1
LTK,1,PIK3CG
LTK,1,CBL
ANGPT2,1,TEK
ANGPT1,1,TEK
ANGPT4,1,TEK
TEK,1,TNIP2
AGRN,1,MUSK
DOK7,1,MUSK
CDK5R1,1,LMTK2
GAS6,1,AXL
GAS6,1,MERTK
TYRO3,1,PIK3R1
RET,1,DOK6
GDNF,1,RET
ABL1,1,MTOR
PTK6,1,STAP2
IGF1R,1,RASA1
FGFR1,-1,FRS2
NCK2,1,PTK2
ERBB3,1,PIK3R1
PTPRF,1,IRS1
EGFR,1,ESR1
NR0B1,1,ESR1
RARA,1,RXRA
RXRB,1,RARA
RXRA,1,RARG
RARG,1,RXRB
RXRB,1,RARG
RXRA,1,PPARA
RXRA,1,PPARG
RXRA,1,NR1H3
RXRB,1,PPARG
NR2F2,1,RXRA
NR0B2,1,ESR1
AR,1,ESR1
NR0B1,1,NR5A1
NR0B1,1,AR
RARA,1,ESR2
ESR2,1,RARA
NR1H2,1,PPARA
PPARA,1,NR1H2
PPARG,1,NR1H2
NR1H2,1,PPARG
NR1H3,1,PPARA
PPARG,1,NR1H3
ESR1,1,PPARG
NR1H2,1,RXRA
PPARG,1,RXRG
ESR1,1,RXRA
RXRA,1,ESR1
ESR1,1,ESR2
AR,1,RXRA
RXRA,1,AR
AR,1,NR5A1
NR4A1,1,NR2F2
NR4A2,1,NR4A3
NR4A3,1,NR4A2
RARA,1,CTNNB1
VDR,1,CTNNB1
NCOA2,1,RXRA
LEPR,1,STAT3
PTK6,1,STAT3
TRIM8,-1,PIAS3
IL26,1,IL10RB
JAK2,1,STAT6
COPS5,1,TYK2
PTPN1,1,PPP2R2A
SIRT1,-1,STAT5A
PDGFRB,1,FER
PKN1,1,FZD7
NDP,1,LRP5
SMURF1,-1,AXIN1
TDGF1,1,LRP5
TDGF1,1,LRP6
FRZB,-1,WNT5A
SYNJ2BP,1,DLL4
PRMT1,-1,SMAD6
PRMT1,1,BMPR2
UBE2O,-1,SMAD6
AKT1,1,USP4
USP4,1,TGFBR1
RLIM,-1,SMAD7
SMURF2,1,TGFBR1
ZRANB2,-1,SMAD1
TGFB1I1,-1,SMAD1
TGFB1I1,-1,SMAD5
TGFB1I1,-1,SMAD7
NEO1,-1,BMP2
NEO1,-1,BMP4
SMO,1,EVC
SMO,1,EVC2
RAB23,1,SUFU
PRKACA,1,SUFU
NR0B2,1,SIRT1
SIRT1,-1,NR5A2
NR0B2,-1,ONECUT1
USP7,1,PPARG
NR2F2,1,PROX1
PRDX1,1,DUSP1
PBK,1,DUSP1
MUC1,1,MAPK8
MAPK8,1,RPS6KB1
MAPK14,-1,CREB1
MAPK14,1,CYP17A1
CSK,1,FLT3
CSK,1,KIT
SCO2,1,MAP3K5
MAP3K1,1,ZFP36
TRAF2,1,ZFP36
PEA15,1,MAPK3
IL10RB,1,IFNLR1
SMURF2,1,SMAD2
ARRB1,1,MDM2
MAPK14,1,MAX
CSF3R,1,JAK1
MAP4K2,1,MAP3K1
FYN,1,SHC1
MPL,1,JAK2
THPO,1,MPL
MPL,1,TYK2
GRAP,1,PIK3CG
AREG,1,ERBB2
CNTF,1,CNTFR
GSK3B,-1,JUN
MAPK3,1,TAL1
IL13RA1,1,JAK2
IL13RA1,1,TYK2
DUSP2,1,MAPK1
DUSP2,1,MAPK14
MAP3K12,1,MAP2K4
EGFR,1,GRAP
KRAS,1,MAP3K1
MAP3K11,1,MAP2K4
EGFR,1,SHC2
EGFR,1,SHC3
PTPN11,1,JAK3
MAP4K4,1,MAP3K1
IL13RA1,1,IL4R
MAP4K1,1,MAP3K1
MAP3K11,1,MAP2K3
MAP3K11,1,MAP2K6
FLNA,1,MAP2K4
CSF3R,1,TYK2
DUSP1,1,MAPK8
CSF2RA,1,JAK2
MAPK3,1,MKNK2
MAPK3,1,MKNK1
NRG2,1,ERBB3
NRG2,1,ERBB4
STK4,1,MAP2K4
MAP3K10,1,MAP2K4
LEP,1,LEPR
NRG1,1,ERBB3
CTNNB1,1,TCF4
FRZB,1,WNT8A
MAP4K5,1,MAP3K1
IL9R,1,JAK3
ACVR1B,1,SMAD3
JAK1,1,SHC1
SMAD2,1,CREB1
ERBB2,1,GRAP
LAMTOR3,1,MAPK3
LEF1,1,TLE1
NRG3,1,EGFR
FBXW11,-1,CTNNB1
TAOK1,1,MAP2K3
MAPK14,1,RPS6KA4
CDC42,1,PAK2
CDC42,1,MAP3K11
JAK2,1,DBP
JAK1,1,DBP
JAK3,1,DBP
MAPK8IP1,1,MAP3K10
MAPK8IP1,1,MAP3K12
MAPK8IP1,1,MAP2K7
MAPK8IP1,1,MAP4K1
TYK2,1,STAT5A
MAP4K4,1,MAP3K7
ACVR1C,1,SMAD3
ACVR1C,1,SMAD2
DUSP9,1,MAPK1
PRKACA,1,RAF1
PRKCA,1,KRAS
DUSP1,1,MAPK3
DUSP9,1,MAPK3
MAPK1,1,SOS1
KRAS,1,MAP4K5
DHH,1,HHIP
IHH,1,HHIP
MAP3K1,1,SMAD2
WNT8A,1,FZD8
SIRT1,1,FOXO4
WIF1,1,WNT8A
BTC,1,EGFR
BTC,1,ERBB4
HBEGF,1,ERBB4
DUSP5,-1,MAPK1
SMURF1,1,SMAD3
SMURF1,1,SMAD2
IGF1R,1,IRS2
SMAD4,1,ATF1
PEBP1,1,MAP2K1
GHR,1,TYK2
GHR,1,JAK1
BMP8B,1,BMPR1A
BMP8B,1,ACVR1
BAMBI,1,BMPR1B
BAMBI,1,ACVRL1
MAPK8IP3,1,MAP2K4
MAPK8IP3,1,MAP3K1
DTX4,1,NOTCH3
DVL3,1,CSNK1G1
SMAD6,1,BMPR1B
SMAD7,1,BMPR1B
CSF1,1,CSF2RA
CSF3,1,CSF2RA
OSMR,1,JAK2
PTEN,1,AKT3
GRAP,1,PTPN1
TAOK2,1,MAP2K4
TAOK2,1,MAP2K7
MAP3K8,1,MAP2K5
PAK2,1,RAF1
PTEN,1,RAC1
MAPK8IP2,1,MAPK8
CREB1,1,CTNNB1
MBIP,1,MAP3K12
IRS1,1,SHC1
SOS1,1,HRAS
IL6ST,1,TYK2
SMURF2,1,SMAD1
MAP3K20,1,MAP2K5
MAPK8,1,ELK3
MAPK3,1,ELK3
MAPK14,1,ELK3
KAT2A,1,SMAD3
KAT2A,1,SMAD2
XPO1,1,SMAD4
WNT10B,1,FZD5
HGS,1,ZFYVE9
HGS,1,SMAD2
LTC4S,1,NOTCH2
LTC4S,1,NOTCH3
LTC4S,1,NOTCH4
CTNNB1,1,TCF3
SMAD4,1,MEF2A
MAP2K3,1,MAPK13
MAP2K6,1,MAPK13
MAP2K3,1,MAPK12
EGF,1,ERBB2
DUSP10,1,MAPK8
LIFR,1,JAK2
LIFR,1,TYK2
LIFR,1,JAK1
MAP4K3,1,MAP3K1
CDC42,1,PAK1IP1
SMURF2,1,SKIL
LTC4S,1,NOTCH1
CRK,1,MAPK8
MARK1,1,DVL3
MKNK1,1,EIF4E
MKNK2,1,EIF4E
CNTFR,1,JAK1
PDPK1,1,SGK1
SOS1,1,NRAS
RPS6KA1,1,GSK3B
PEBP1,1,MAP4K4
RAC1,1,MAP3K11
MAP3K13,1,MAP2K7
DUSP22,1,MAPK8
SMAD6,1,TAB1
SMAD7,1,TAB1
SH2B1,1,JAK2
PTPN2,1,STAT5A
PTPN11,1,IGF1R
IGF1R,1,SIRPA
SMAD3,1,GATA3
CSF3R,1,JAK2
CSNK1D,1,APC2
CSNK1D,1,GSK3B
CSNK1D,1,DVL1
DLL3,1,NOTCH2
MAP3K20,1,MAP2K4
MAP3K20,1,MAP2K3
MAP3K20,1,MAP2K6
AXIN1,1,CSNK1A1L
PTPN1,1,IGF1R
IRS1,1,GRAP
RPS6KA4,1,ATF1
IRS2,1,PIK3CG
EXTL1,1,SHH
MAPK3,1,ETS1
CSNK1A1L,1,CTNNB1
CSNK1D,1,CTNNB1
DUSP19,1,MAPK8
RACK1,-1,IGF1R
PTPRC,1,JAK1
UBR5,1,PGR
IL23R,1,TYK2
MAP3K1,1,MAPK1
KREMEN1,1,LRP6
KREMEN2,1,LRP6
ELP1,1,MAPK8
IL21R,1,JAK3
WNT2,1,FZD9
EIF4E,1,SMAD3
EIF4E,1,SMAD4
MAPK8IP2,1,MAPK13
SPAG9,1,MAP2K4
SPAG9,1,MAX
SPAG9,1,MAP3K3
KAT2A,1,SMAD7
PTPN6,1,STAT6
IL6ST,1,JAK1
SH3RF1,1,MAP3K10
SH3RF1,1,MAP2K4
SH3RF1,1,MAP3K12
SH3RF1,1,MAP2K7
SH3RF1,1,MAPK8
DUSP16,1,MAPK8IP2
IL1RAP,1,IL1R1
DVL3,1,RAC1
SMAD3,1,MAX
CBY1,1,CTNNB1
PIAS2,1,STAT4
IL11,1,IL11RA
HIPK2,1,SMAD1
NCOR2,1,BHLHE41
NR3C1,1,SMAD3
PIAS4,1,SMAD3
PIAS4,1,SMAD4
NUP153,1,SMAD4
IL20RB,1,TYK2
IL20RB,1,JAK1
STK11,1,GSK3B
IL10RB,1,TYK2
IL10RB,1,JAK1
KSR2,1,RAF1
PEA15,1,MAPK1
SMAD5,1,SMAD4
SOCS3,1,STAT4
CNKSR2,1,RAF1
SMO,1,PRKACA
AXIN1,1,RNF111
WNT4,1,FZD3
HIPK2,1,DAXX
PIAS3,1,SMAD3
SMAD7,1,PPP1R15A
PPP1CC,1,TGFBR1
PPP1R15A,1,PPP1CC
FBXW11,1,SMAD4
CTNNB1,1,HNF1A
WDR83,1,RAF1
WDR83,1,MAPK3
WDR83,1,MAP2K1
IFNLR1,1,TYK2
IFNLR1,1,JAK1
IL31,1,IL31RA
PDPK1,1,AKT2
WWP1,1,SMAD7
TPBG,1,EGFR
ITCH,1,SMAD2
TGIF1,1,WWP1
WWP1,1,SMAD2
MAPK1,-1,ARRB1
POFUT1,1,MFNG
POFUT1,1,LFNG
NEURL1,1,JAG1
POFUT1,1,GALM
RYK,1,DVL2
RYK,1,DVL3
MTSS1,1,GLI1
MTSS1,1,GLIS2
MTSS1,1,SUFU
LAMTOR3,1,MAP2K1
GRK6,1,SMO
ARRB1,1,SMO
SMO,1,ARRB1
PTPN1,1,INSR
PTPN2,-1,INSR
DISP2,1,SHH
DISP3,1,SHH
PPP2R2A,1,RAF1
PPP2R2A,1,KSR1
MAP3K12,1,MAP2K7
MAPK8IP2,1,MAPK10
MAPK10,1,MAPK8IP3
SPAG9,1,MAPK14
MAPK8IP2,1,MAPK9
MAPK8IP3,1,MAPK9
MAPK8,1,MAPK8IP3
PTPN2,1,JAK3
TRIM33,1,SMAD4
CNKSR1,1,RAF1
SPOP,1,CUL3
MIB2,1,JAG2
OSMR,1,JAK1
JUN,1,TCF4
RAB11A,1,JAG1
LEPR,1,JAK1
GSK3B,1,MARK2
MTSS1,1,RAC1
SOS1,1,KRAS
RANBP3,1,CTNNB1
SNX9,1,EGFR
JAK2,1,STAT4
TYK2,1,STAT4
CSNK1G1,1,LRP6
CSNK1G1,1,LRP5
TGFBR2,1,MAP3K7
CDC42,1,PTEN
RACK1,1,STAT3
ACVR2B,1,ACVR1C
BMP6,1,AMHR2
ACTR2,1,ACVR1B
GDF11,1,ACTR2
GDF1,1,ACTR2
INHBA,1,ACTR2
BMP7,1,ACTR2
BMP2,1,ACTR2
BMP15,1,ACTR2
AMHR2,1,ACVR1
AMHR2,1,BMPR1B
GDF11,1,ACVR2B
NODAL,1,ACVR2B
GDF5,1,ACVR2B
BMP15,1,BMPR2
PRKACA,1,GLI1
GSK3B,1,GLI1
CSNK1A1L,1,GLI1
PRKACA,-1,GLI3
CSNK1A1L,1,GLI3
CSF1,1,CSF3R
CSF2,1,CSF3R
NUMBL,1,ITCH
PPP4C,1,FOXO3
PRKACA,1,GLIS2
GSK3B,1,GLIS2
CSNK1A1L,1,GLIS2
AKT1,1,PRKACA
SMAD7,1,PPP1CA
PPP1CA,1,ACVRL1
SH3RF1,1,MAPK8IP1
SOCS2,1,IGF1R
MAPK1,1,MAP3K5
CUL3,1,GLIS2
TRIM33,1,SMAD3
TRIM33,1,SMAD2
CTDSP1,-1,SMAD1
CTDSP2,-1,SMAD1
SMURF2,1,CTNNB1
GLI3,1,MED12
BCL9,1,CTNNB1
CTDNEP1,1,BMPR1A
IFNK,1,IFNAR1
IL36G,1,IFNAR1
IFNL1,1,IL10RB
IFNL2,1,IL10RB
IFNL3,1,IL10RB
IL10,1,IL10RB
IFNK,1,IFNAR2
IL36G,1,IFNAR2
IFNL1,1,IFNLR1
IFNL2,1,IFNLR1
IFNL3,1,IFNLR1
IL19,1,IL20RB
IL20,1,IL20RB
IL24,1,IL20RB
IL22,-1,IL22RA2
LEPR,1,TYK2
MDM2,1,IGF1R
RNF111,1,SMAD3
RNF111,1,SMAD2
SMAD7,1,TAB2
MAPK14,1,STAT3
MAPK8,1,STAT3
MAPK14,1,STAT1
STK11,1,MARK2
GSK3B,1,SMAD1
MDK,1,NOTCH2
INPPL1,1,MAPK8IP1
HHAT,1,SHH
MFAP2,1,NOTCH1
NOTCH1,1,SMAD1
LTC4S,1,MEF2C
NOTCH1,1,RRAS
LTC4S,1,CTNNB1
LTC4S,1,CDK8
GSK3A,1,LTC4S
CDK8,1,NOTCH1
BHLHE41,1,RBPJ
LTC4S,1,RBPJ
LTC4S,1,TP53
CTF1,1,LIFR
IFNAR1,1,IFNGR1
IL31RA,1,JAK1
CISH,1,LEPR
SOCS2,1,LEPR
SOCS3,1,LEPR
SOCS3,1,IL12RB1
PTPRT,1,STAT3
EP300,1,SMAD4
TGFBR1,1,TRAF6
MAPK11,1,SMAD2
RANBP3,1,SMAD2
RANBP3,1,SMAD3
SMAD6,1,HOXC8
SMAD7,1,STRAP
SMAD6,1,PELI1
FKBP1A,1,TGFBR1
CSNK1E,1,SMO
CSNK1A1L,1,LRP6
GRK6,1,LRP6
CSNK1A1,1,LRP6
CSNK1D,1,LRP6
CSNK1E,1,LRP6
DVL1,1,CTNNB1
DVL1,1,JUN
LRRFIP2,1,DVL3
DVL2,1,LRRK2
DVL3,1,LRRK2
CSNK2A1,1,LEF1
DVL3,1,PIP5K1A
CAPRIN2,1,LRP6
DVL1,1,ROCK1
DVL2,1,RAC1
CSNK1E,1,ROR2
ROR2,1,GRK2
PDGFRA,1,PLCG1
PDGFRB,1,PLCG1
PDGFRA,1,CRK
PDGFRB,1,PTPN11
PDGFRB,1,NCK1
PDGFRB,1,GRAP
CAV1,1,PDGFRB
PDGFRB,1,RASA1
PDGFRB,1,CRK
PDGFD,1,PDGFRB
FGFR1,1,GRB14
FGFR2,1,GRAP
FGF6,1,FGFR2
FGF17,1,FGFR2
FGF18,1,FGFR2
FGF22,1,FGFR2
FGF9,1,FGFR3
KDR,1,SHC2
KDR,1,ANXA5
KDR,1,SHC1
FLT4,1,SHC1
CBL,1,MET
MET,1,GLMN
MET,1,GRAP
MET,1,RANBP9
MST1R,1,GRAP
MST1,1,MST1R
AKT1,1,MST1R
MST1R,1,YWHAB
MST1R,1,YWHAQ
NTRK1,1,ABL1
NTRK1,1,GRAP
NTRK1,1,MATK
NTRK1,1,ARHGAP32
SQSTM1,1,NTRK1
NTRK1,1,SH2B1
NTRK1,1,SH2B2
BDNF,1,NTRK2
NTRK2,1,FYN
SQSTM1,1,NTRK2
NTRK2,1,SHC3
NTF3,1,NTRK3
NTRK3,1,PLCG1
NTRK3,1,SHC1
EFNA3,1,EPHA3
EFNA4,1,EPHA4
EFNB1,1,EPHB1
EFNB2,1,EPHB2
EPHA2,1,PIK3R2
EPHA2,1,GRAP
ACP1,1,EPHA2
EPHA2,1,SHC1
EFNA1,1,EPHA7
EFNA2,1,EPHA7
EFNA3,1,EPHA7
EFNA4,1,EPHA7
EFNA2,1,EPHA8
EFNA3,1,EPHA8
EFNA4,1,EPHA8
EFNA5,1,EPHA8
EFNA4,1,EPHA2
EFNA4,1,EPHA3
EFNA2,1,EPHA5
EFNA3,1,EPHA5
EFNA4,1,EPHA5
EFNB2,1,EPHB1
EFNB1,1,EPHB2
EFNB1,1,EPHB3
EFNB2,1,EPHB3
EFNB2,1,EPHA3
EPHA3,1,SRC
EPHA3,1,FYN
EPHA4,1,ARHGEF15
EPHA4,1,FYN
EPHB1,1,GRB7
EPHB1,1,ACP1
EPHB1,1,NCK1
EPHB2,1,SRC
EPHB2,1,RASA1
EPHB2,1,SYNJ1
EPHB2,1,ITSN1
EPHB3,1,RASA1
LTK,1,SHC1
LTK,1,PLCG1
LTK,1,RAF1
PTN,1,ALK
ALK,1,PLCG1
ALK,1,STAT3
MDK,1,ALK
PTPRZ1,1,ALK
PTPRB,1,ALK
ALK,1,SHC3
ALK,1,SHC1
ANGPT4,1,TIE1
ANGPTL1,1,TEK
TEK,1,DOK2
TEK,1,GRAP
TEK,1,GRB7
TEK,1,GRB14
WNT5A,1,ROR1
DDR1,1,SHC1
DDR2,1,SHC1
SRC,1,DDR2
CSNK2A1,1,MUSK
PTPN6,1,ROS1
AATK,-1,STK39
AATK,1,CDK5R1
CDK5,1,LMTK2
LMTK2,1,PPP1CA
AXL,1,TNS2
AXL,1,GRAP
AXL,1,PIK3CG
AXL,1,SOCS1
MERTK,1,VAV1
GRK6,1,TYRO3
RET,1,GRB10
RET,1,STAT3
RET,1,DOK4
RET,1,DOK5
RET,1,GRAP
RET,1,GFRA1
RET,1,FRS2
GRB10,1,ABL1
ABL1,1,GRAP
ABL1,1,VAV1
RYBP,1,ABL1
RFX1,1,ABL1
CSK,1,YTHDC1
DAB2,1,CSK
IGF1R,1,CSK
CREBBP,1,CSK
PAG1,1,CSK
LCK,1,PTPN6
LCK,1,NOTCH1
RHOA,1,PLCG1
GRAP,1,PLCG1
ERBB2,1,PLCG1
EEF1A1,1,PLCG1
NCK1,1,WASL
SOCS3,1,RASA1
SRC,1,RASA1
LCK,1,RASA1
RASA1,1,CAV2
RASA1,-1,HRAS
EGFR,1,GRB14
YWHAQ,1,MEF2D
PRKCZ,-1,YWHAB
YWHAZ,1,PRKCZ
YWHAQ,1,PRKD1
FRS2,1,GRAP
FRS2,1,CBL
ARHGAP32,1,CRKL
ARHGAP32,1,CRK
GAB1,1,ARHGAP32
GAB2,1,ARHGAP32
ARHGAP32,-1,RAC1
ARHGAP32,1,RHOA
ARHGAP32,1,SRC
PDGFRB,1,NCK2
NTRK2,1,NCK2
INSR,1,GRB7
RET,1,GRB7
GRB7,1,RND1
ITSN1,1,CDC42
RAP1GAP,1,RAP1B
RAP1B,1,BRAF
STK39,1,MAPK14
IL1R1,1,PIK3R1
EPOR,1,PIK3R1
INSR,1,DOK4
DOK4,1,CRK
DOK4,1,SRC
DOK4,1,FYN
INSR,1,DOK5
RET,1,DOK1
IL6ST,1,GAB2
